tradingsymbol,name,expiry,lot_size,instrument_token,timestamp,last_trade_time,bid,ask,last,change,high,low,close,buyers,sellers,volume,oi,last_quantity,buy_quantity,sell_quantity,upper_circuit,lower_circuit,atp,oi_day_high,oi_day_low
NHPC25DECFUT,NHPC,2025-12-30,6400,12785666,2025-12-30 10:16:54.410729,2025-12-30 10:16:28,77.11,77.14,77.13,0,77.28,76.76,76.76,5,5,7724800,18988800,6400,1171200,1670400,84.44,69.08,77.0,19104000,16480000
NMDC25DECFUT,NMDC,2025-12-30,6750,12785922,2025-12-30 10:16:54.410729,2025-12-30 10:16:43,82.11,82.17,82.13,0,82.19,80.95,80.94,5,5,15032250,39926250,6750,1586250,1518750,89.03,72.85,81.66,40851000,39926250
NTPC25DECFUT,NTPC,2025-12-30,1500,12786178,2025-12-30 10:16:54.410729,2025-12-30 10:15:59,324.9,324.95,324.95,0,325.25,323.75,324.95,5,5,2545500,21640500,1500,459000,616500,357.45,292.5,324.75,21892500,21105000
NUVAMA25DECFUT,NUVAMA,2025-12-30,375,12786690,2025-12-30 10:16:54.410729,2025-12-30 10:16:39,1444.0,1445.0,1444.0,0,1471.0,1442.0,1457.0,5,5,53625,432000,375,71250,69000,1602.5,1311.5,1450.62,453750,432000
NYKAA25DECFUT,NYKAA,2025-12-30,3125,12786946,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,260.3,260.45,260.45,0,261.05,256.45,259.4,5,5,1412500,22837500,3125,662500,584375,285.3,233.5,259.49,23059375,22837500
OBEROIRLTY25DECFUT,OBEROIRLTY,2025-12-30,350,12787202,2025-12-30 10:16:54.410729,2025-12-30 10:16:44,1658.9,1660.3,1658.5,0,1676.6,1654.7,1671.4,5,5,105350,344750,350,68600,59150,1838.5,1504.3,1661.25,383250,344750
OFSS25DECFUT,OFSS,2025-12-30,75,12787458,2025-12-30 10:16:54.410729,2025-12-30 10:16:09,7656.5,7659.5,7659.0,0,7706.5,7621.0,7683.5,5,5,69750,385875,75,15900,33975,8451.5,6915.5,7647.26,387300,385800
OIL25DECFUT,OIL,2025-12-30,1400,12787970,2025-12-30 10:16:54.410729,2025-12-30 10:14:40,409.6,409.95,409.7,0,409.95,405.25,407.3,5,5,249200,1547000,1400,259000,196000,448.0,366.6,408.42,1568000,1540000
ONGC25DECFUT,ONGC,2025-12-30,2250,12788226,2025-12-30 10:16:54.410729,2025-12-30 10:16:33,234.66,234.77,234.69,0,235.29,233.59,234.46,5,5,2794500,17599500,2250,661500,697500,257.91,211.01,234.42,17599500,17286750
PAGEIND25DECFUT,PAGEIND,2025-12-30,15,12788482,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,36305.0,36335.0,36305.0,0,36495.0,36220.0,36380.0,5,5,7260,37845,15,3015,3720,40015.0,32745.0,36318.2,40575,37845
PATANJALI25DECFUT,PATANJALI,2025-12-30,900,12788738,2025-12-30 10:16:54.410729,2025-12-30 10:16:44,540.45,540.85,540.4,0,541.2,537.05,540.65,5,5,536400,4012200,900,247500,434700,594.7,486.6,538.75,4060800,4011300
PAYTM25DECFUT,PAYTM,2025-12-30,725,12789506,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,1304.0,1304.6,1304.6,0,1308.4,1298.8,1309.5,5,5,1254250,4048400,725,225475,196475,1440.4,1178.6,1304.05,4052025,3667775
PERSISTENT25DECFUT,PERSISTENT,2025-12-30,100,12789762,2025-12-30 10:16:54.410729,2025-12-30 10:16:46,6206.0,6210.5,6210.0,0,6220.5,6183.0,6227.5,5,5,51000,344300,100,29800,22200,6850.0,5605.0,6202.12,344600,335900
PETRONET25DECFUT,PETRONET,2025-12-30,1800,12790018,2025-12-30 10:16:54.410729,2025-12-30 10:16:34,280.55,280.75,280.75,0,282.35,279.85,278.5,5,5,1116000,4753800,1800,307800,354600,306.35,250.65,280.86,4755600,4555800
PFC25DECFUT,PFC,2025-12-30,1300,12790274,2025-12-30 10:16:54.410729,2025-12-30 10:16:52,350.55,350.65,350.6,0,352.5,348.75,351.05,5,5,4960800,23500100,1300,353600,924300,386.15,315.95,349.86,23510500,23355800
PGEL25DECFUT,PGEL,2025-12-30,700,12790530,2025-12-30 10:16:54.410729,2025-12-30 10:16:11,571.9,572.2,572.2,0,575.7,569.0,575.9,5,5,342300,1025500,700,203700,170100,633.45,518.35,571.12,1152200,1025500
PHOENIXLTD25DECFUT,PHOENIXLTD,2025-12-30,350,12790786,2025-12-30 10:16:54.410729,2025-12-30 10:15:49,1848.7,1850.3,1849.4,0,1854.0,1844.5,1849.6,5,5,53550,273350,350,61950,54950,2034.5,1664.7,1850.56,275800,260750
PIDILITIND25DECFUT,PIDILITIND,2025-12-30,500,12791042,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,1448.5,1450.0,1448.9,0,1461.0,1442.0,1454.4,5,5,120000,803000,500,88000,99000,1599.8,1309.0,1448.36,824500,803000
PIIND25DECFUT,PIIND,2025-12-30,175,12791298,2025-12-30 10:16:54.410729,2025-12-30 10:15:58,3221.2,3222.6,3220.9,0,3236.6,3218.0,3240.0,5,5,84350,388675,175,32375,35000,3564.0,2916.0,3224.09,402325,388675
PNB25DECFUT,PNB,2025-12-30,8000,12791554,2025-12-30 10:16:54.410729,2025-12-30 10:16:50,120.81,120.87,120.85,0,120.86,119.11,120.55,5,5,16096000,47608000,8000,2480000,3088000,132.61,108.5,120.0,49752000,47440000
PNBHOUSING25DECFUT,PNBHOUSING,2025-12-30,650,12792322,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,940.8,942.25,941.9,0,948.0,936.5,932.9,5,5,544700,2280850,650,134550,179400,1026.15,839.65,943.24,2321150,2280850
POLICYBZR25DECFUT,POLICYBZR,2025-12-30,350,12792578,2025-12-30 10:16:54.410729,2025-12-30 10:16:29,1864.5,1865.8,1865.2,0,1900.6,1859.6,1900.9,5,5,461650,507500,350,74900,86100,2090.9,1710.9,1870.32,563150,487550
POLYCAB25DECFUT,POLYCAB,2025-12-30,125,12792834,2025-12-30 10:16:54.410729,2025-12-30 10:16:48,7560.0,7567.5,7560.0,0,7560.0,7482.5,7493.5,5,5,64125,305125,125,32375,19750,8242.5,6744.5,7527.49,310500,303875
POWERGRID25DECFUT,POWERGRID,2025-12-30,1900,12793090,2025-12-30 10:16:54.410729,2025-12-30 10:16:46,261.15,261.3,261.25,0,261.35,260.0,260.85,5,5,2306600,16104400,1900,499700,773300,286.9,234.8,260.73,16115800,15990400
POWERINDIA25DECFUT,POWERINDIA,2025-12-30,50,12800002,2025-12-30 10:16:54.410729,2025-12-30 10:16:31,18200.0,18225.0,18200.0,0,18395.0,18050.0,18350.0,5,5,5900,49800,50,9700,14750,20185.0,16515.0,18241.48,51550,49700
PPLPHARMA25DECFUT,PPLPHARMA,2025-12-30,2500,12800258,2025-12-30 10:16:54.410729,2025-12-30 10:16:32,172.43,172.59,172.59,0,174.31,171.97,173.13,5,5,1380000,5875000,2500,445000,610000,190.44,155.82,172.54,5987500,5875000
PRESTIGE25DECFUT,PRESTIGE,2025-12-30,450,12801538,2025-12-30 10:16:54.410729,2025-12-30 10:15:55,1579.5,1580.5,1580.9,0,1587.0,1570.4,1593.2,5,5,294750,1155150,450,94050,89100,1752.5,1433.9,1578.0,1185750,1151550
RBLBANK25DECFUT,RBLBANK,2025-12-30,3175,12802050,2025-12-30 10:16:54.410729,2025-12-30 10:15:48,309.0,309.35,309.3,0,309.65,302.6,304.45,5,5,6162675,15138400,3175,815975,673100,334.9,274.05,307.58,15138400,14471650
RECLTD25DECFUT,RECLTD,2025-12-30,1275,12803330,2025-12-30 10:16:54.410729,2025-12-30 10:16:47,354.0,354.1,354.0,0,356.3,352.55,355.25,5,5,4253400,30369225,1275,365925,1192125,390.75,319.75,353.9,30564300,30369225
RELIANCE25DECFUT,RELIANCE,2025-12-30,500,12803586,2025-12-30 10:16:54.410729,2025-12-30 10:16:51,1548.9,1549.0,1549.1,0,1552.7,1541.7,1546.0,5,5,3379000,15701000,500,254500,400500,1700.6,1391.4,1549.0,15876500,15248000
RVNL25DECFUT,RVNL,2025-12-30,1375,12803842,2025-12-30 10:16:54.410729,2025-12-30 10:16:45,369.2,369.4,369.4,0,372.65,364.3,367.6,5,5,2301750,3130875,1375,215875,354750,404.35,330.85,367.59,3689125,3130875
SAIL25DECFUT,SAIL,2025-12-30,4700,12804098,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,135.3,135.38,135.35,0,135.35,133.46,134.28,5,5,3670700,43437400,4700,1297200,972900,147.71,120.85,134.48,43522000,43409200
SAMMAANCAP25DECFUT,SAMMAANCAP,2025-12-30,4300,12816130,2025-12-30 10:16:54.410729,2025-12-30 10:16:21,141.38,141.48,141.47,0,142.35,139.79,142.77,5,5,16684000,68129200,4300,597700,1345900,157.05,128.49,141.05,68322700,66796200
SBICARD25DECFUT,SBICARD,2025-12-30,800,12816386,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,843.35,843.8,843.5,0,853.15,842.4,852.3,5,5,756800,4384800,800,183200,184000,937.5,767.1,846.94,4436000,4384800
SBILIFE25DECFUT,SBILIFE,2025-12-30,375,12816642,2025-12-30 10:16:54.410729,2025-12-30 10:16:16,2001.0,2002.1,2001.9,0,2018.3,1996.6,2011.9,5,5,136875,648000,375,87000,76125,2213.0,1810.8,2001.44,679125,648000
SBIN25DECFUT,SBIN,2025-12-30,750,12816898,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,966.9,967.2,966.9,0,967.25,958.8,965.05,5,5,2838000,13242750,750,361500,341250,1061.55,868.55,962.43,13381500,13221000
SHREECEM25DECFUT,SHREECEM,2025-12-30,25,12817410,2025-12-30 10:16:54.410729,2025-12-30 10:16:20,26175.0,26190.0,26190.0,0,26235.0,26105.0,26230.0,5,5,9000,54800,25,4900,4700,28850.0,23610.0,26189.63,55350,54675
SHRIRAMFIN25DECFUT,SHRIRAMFIN,2025-12-30,825,12817666,2025-12-30 10:16:54.410729,2025-12-30 10:16:41,965.55,965.9,965.9,0,976.3,958.0,954.35,5,5,2503050,9079125,825,317625,313500,1049.75,858.95,967.12,9079125,8627850
SIEMENS25DECFUT,SIEMENS,2025-12-30,125,12819458,2025-12-30 10:16:54.410729,2025-12-30 10:16:23,3036.8,3037.9,3038.0,0,3072.9,3024.2,3054.1,5,5,62875,678125,125,30875,35375,3359.5,2748.7,3037.21,696625,678125
SOLARINDS25DECFUT,SOLARINDS,2025-12-30,75,12819714,2025-12-30 10:16:54.410729,2025-12-30 10:16:51,12195.0,12196.0,12200.0,0,12360.0,12181.0,12324.0,5,5,79575,293100,75,13200,20250,13556.0,11092.0,12253.91,293100,272550
SONACOMS25DECFUT,SONACOMS,2025-12-30,1050,12819970,2025-12-30 10:16:54.410729,2025-12-30 10:15:19,479.6,479.95,479.5,0,480.35,477.1,477.9,5,5,378000,1685250,1050,175350,206850,525.65,430.15,479.04,1687350,1651650
SRF25DECFUT,SRF,2025-12-30,200,12820226,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,3055.2,3057.0,3057.1,0,3067.3,3046.8,3069.3,5,5,97200,523400,200,41200,51200,3376.2,2762.4,3057.06,528200,522800
SUNPHARMA25DECFUT,SUNPHARMA,2025-12-30,350,12821506,2025-12-30 10:16:54.410729,2025-12-30 10:15:34,1718.5,1718.9,1718.4,0,1719.4,1705.8,1714.5,5,5,410900,2270100,350,105000,78750,1885.9,1543.1,1714.17,2353050,2270100
SUPREMEIND25DECFUT,SUPREMEIND,2025-12-30,175,12821762,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,3287.4,3289.6,3288.0,0,3290.0,3266.0,3283.6,5,5,139125,908775,175,35000,40075,3611.9,2955.3,3279.64,999075,908775
SUZLON25DECFUT,SUZLON,2025-12-30,8000,12826370,2025-12-30 10:16:54.410729,2025-12-30 10:16:25,52.57,52.6,52.6,0,52.73,52.2,52.78,5,5,12344000,73552000,8000,1696000,3432000,58.06,47.5,52.39,74560000,73552000
SYNGENE25DECFUT,SYNGENE,2025-12-30,1000,12826626,2025-12-30 10:16:54.410729,2025-12-30 10:13:24,647.3,647.7,647.0,0,653.05,646.9,653.55,5,5,305000,1276000,4000,169000,159000,718.9,588.2,648.38,1320000,1276000
TATACONSUM25DECFUT,TATACONSUM,2025-12-30,550,12827906,2025-12-30 10:16:54.410729,2025-12-30 10:16:50,1185.0,1185.7,1185.4,0,1201.6,1182.4,1194.4,5,5,249700,1252350,550,124300,154000,1313.8,1075.0,1189.65,1293600,1252350
TATAELXSI25DECFUT,TATAELXSI,2025-12-30,100,12828162,2025-12-30 10:16:54.410729,2025-12-30 10:16:20,5288.0,5290.0,5289.0,0,5345.0,5288.0,5321.0,5,5,67800,462500,100,21700,43800,5853.0,4789.0,5300.21,476700,462500
TMPV25DECFUT,TMPV,2025-12-30,800,12829442,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,363.55,363.7,363.65,0,363.75,358.9,359.2,5,5,4957600,20946400,800,414400,560000,395.1,323.3,361.41,21152000,20596000
TATAPOWER25DECFUT,TATAPOWER,2025-12-30,1450,12830210,2025-12-30 10:16:54.410729,2025-12-30 10:16:35,375.0,375.1,375.1,0,375.85,373.5,376.5,5,5,5276550,15322150,1450,343650,688750,414.15,338.85,374.77,15599100,15309100
TATASTEEL25DECFUT,TATASTEEL,2025-12-30,5500,12830722,2025-12-30 10:16:54.410729,2025-12-30 10:16:50,172.31,172.38,172.36,0,172.39,170.63,171.98,5,5,7925500,34281500,5500,2106500,2469500,189.18,154.78,171.42,35321000,34281500
TATATECH25DECFUT,TATATECH,2025-12-30,800,12831490,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,647.85,648.05,648.05,0,651.15,646.55,652.75,5,5,789600,2420800,800,156000,325600,718.0,587.5,648.25,2949600,2420800
TCS25DECFUT,TCS,2025-12-30,175,12831746,2025-12-30 10:16:54.410729,2025-12-30 10:16:54,3247.9,3248.0,3248.0,0,3252.0,3226.0,3252.5,5,5,746550,7820925,175,61075,64225,3577.7,2927.3,3244.77,7969150,7767900
TECHM25DECFUT,TECHM,2025-12-30,600,12832002,2025-12-30 10:16:54.410729,2025-12-30 10:16:26,1610.3,1611.2,1611.1,0,1614.5,1607.1,1610.9,5,5,411000,5514000,600,206400,117600,1771.9,1449.9,1611.12,5514000,5486400
TIINDIA25DECFUT,TIINDIA,2025-12-30,200,12832258,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,2575.9,2578.4,2576.0,0,2589.5,2565.8,2597.9,5,5,87400,508200,200,37800,89800,2857.6,2338.2,2576.12,509200,507400
TITAGARH25DECFUT,TITAGARH,2025-12-30,725,12833282,2025-12-30 10:16:54.410729,2025-12-30 10:16:35,896.2,896.5,896.2,0,911.0,887.9,910.75,5,5,361775,2110475,725,113825,161675,1001.8,819.7,894.78,2182975,2110475
TITAN25DECFUT,TITAN,2025-12-30,175,12835842,2025-12-30 10:16:54.410729,2025-12-30 10:16:32,3971.6,3972.3,3971.3,0,3983.4,3953.0,3979.5,5,5,174475,1668100,175,73850,45325,4377.4,3581.6,3968.27,1668100,1611925
TORNTPHARM25DECFUT,TORNTPHARM,2025-12-30,250,12836866,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,3766.3,3771.5,3765.9,0,3780.9,3764.5,3778.8,5,5,21500,179000,250,42500,34000,4156.6,3401.0,3770.45,184750,179000
TORNTPOWER25DECFUT,TORNTPOWER,2025-12-30,375,12837634,2025-12-30 10:16:54.410729,2025-12-30 10:16:53,1275.4,1276.8,1275.5,0,1285.9,1271.1,1281.0,5,5,196125,537000,375,68250,72750,1409.1,1152.9,1275.49,537000,491250
TRENT25DECFUT,TRENT,2025-12-30,100,12837890,2025-12-30 10:16:54.410729,2025-12-30 10:16:47,4232.5,4233.6,4232.9,0,4249.8,4192.9,4219.4,5,5,462400,1825200,100,32800,78900,4641.3,3797.5,4222.37,1846100,1818000
TVSMOTOR25DECFUT,TVSMOTOR,2025-12-30,175,12838146,2025-12-30 10:16:54.410729,2025-12-30 10:14:00,3602.9,3605.4,3606.3,0,3610.4,3552.5,3576.4,5,5,267925,1161125,175,51975,30975,3934.0,3218.8,3593.73,1166025,1156575
ULTRACEMCO25DECFUT,ULTRACEMCO,2025-12-30,50,12838402,2025-12-30 10:16:54.410729,2025-12-30 10:16:34,11762.0,11764.0,11764.0,0,11782.0,11700.0,11781.0,5,5,75500,365550,50,13650,18750,12959.0,10603.0,11750.97,376400,356650
UNIONBANK25DECFUT,UNIONBANK,2025-12-30,4425,12842498,2025-12-30 10:16:54.410729,2025-12-30 10:16:16,149.43,149.47,149.42,0,149.78,148.02,149.27,5,5,3159450,20200125,4425,1079700,1062000,164.2,134.34,148.55,20638200,20147025
UNITDSPR25DECFUT,UNITDSPR,2025-12-30,400,12842754,2025-12-30 10:16:54.410729,2025-12-30 10:16:35,1424.6,1425.0,1425.0,0,1433.8,1350.0,1426.6,5,5,371200,2056800,400,90800,141600,1569.2,1284.0,1425.49,2087600,2056800
UNOMINDA25DECFUT,UNOMINDA,2025-12-30,550,12843010,2025-12-30 10:16:54.410729,2025-12-30 10:16:31,1264.3,1266.1,1266.0,0,1268.5,1257.7,1268.8,5,5,168300,668250,550,93500,90750,1395.6,1142.0,1263.68,673750,657250
UPL25DECFUT,UPL,2025-12-30,1355,12843266,2025-12-30 10:16:54.410729,2025-12-30 10:16:19,779.0,779.4,778.75,0,780.2,768.9,771.1,5,5,3200510,7887455,1355,429535,365850,848.2,694.0,774.26,7895585,7869840
VBL25DECFUT,VBL,2025-12-30,1025,12843522,2025-12-30 10:16:54.410729,2025-12-30 10:16:53,485.2,485.4,485.4,0,485.85,479.15,481.95,5,5,1660500,6073125,1025,255225,279825,530.15,433.8,482.78,6073125,5811750
VEDL25DECFUT,VEDL,2025-12-30,1150,12843778,2025-12-30 10:16:54.410729,2025-12-30 10:16:55,596.5,596.55,596.5,0,597.1,591.25,593.6,5,5,2714000,19589100,1150,679650,393300,652.95,534.25,594.57,19589100,19035950
VOLTAS25DECFUT,VOLTAS,2025-12-30,375,12844034,2025-12-30 10:16:54.410729,2025-12-30 10:16:54,1365.6,1367.0,1366.4,0,1382.7,1362.6,1381.8,5,5,159375,600750,375,79875,91500,1519.9,1243.7,1368.91,618750,600375
WIPRO25DECFUT,WIPRO,2025-12-30,3000,12844290,2025-12-30 10:16:54.410729,2025-12-30 10:16:40,264.46,264.57,264.47,0,264.98,263.42,264.58,5,5,2442000,19353000,3000,822000,588000,291.04,238.12,264.21,20214000,19353000
YESBANK25DECFUT,YESBANK,2025-12-30,31100,12845570,2025-12-30 10:16:54.410729,2025-12-30 10:16:29,21.29,21.3,21.29,0,21.43,21.14,21.38,5,5,53056600,296818400,31100,5287000,13652900,23.52,19.24,21.21,296818400,295014600
ZYDUSLIFE25DECFUT,ZYDUSLIFE,2025-12-30,900,12845826,2025-12-30 10:16:54.410729,2025-12-30 10:16:30,901.75,902.25,901.8,0,902.15,897.0,903.5,5,5,464400,2644200,900,167400,223200,993.85,813.15,899.83,2647800,2635200
